16.07666, PlayerAction,HIT ABOVE BEST,HeadBanging,Score=4
24.18966, PlayerAction,HIT ABOVE GOOD,HeadBanging,Score=2
28.721, PlayerAction, MISS,HeadBanging,Score=-1
29.71499, PlayerAction, MISS,HeadBanging,Score=-1
30.21433, PlayerAction, MISS,HeadBanging,Score=-1
32.05533, PlayerAction,HIT ABOVE BEST,HeadBanging,Score=4
34.59399, PlayerAction, MISS,HeadBanging,Score=-1
35.38966, PlayerAction, MISS,HeadBanging,Score=-1
40.11933, PlayerAction,HIT ABOVE BEST,HeadBanging,Score=4
